_RAJ2000|_DEJ2000|Name|Morph|LAS|RAJ2000|DEJ2000|z|BA|CBA|EBA|Asym
deg|deg| | |arcmin|deg|deg| |deg|deg|deg|
-----------|-----------|----------------|-|------|---------|---------|-------|-----|-----|-----|-----
149.6000800|+02.8211400|J095824.0+024916|2| 0.566|149.60008|+02.82114| 0.3446| 10.9|  8.4|  4.0| 1.08
149.6341500|+03.8794500|J095832.2+035246|2| 0.624|149.63415|+03.87945| 0.4759| 15.3| 12.6| 10.3| 2.41
149.6511100|+08.9976800|J095836.1+085951|2| 0.435|149.65111|+08.99768| 0.4770|  7.6|  4.9| -5.5| 1.31
149.6641000|+26.6945600|J095839.3+264140|3| 0.932|149.66410|+26.69456| 0.4843| 27.1| 33.7| 32.9| 1.20
149.6728000|+26.6002400|J095841.4+263601|2| 0.499|149.67280|+26.60024| 0.1957|  0.7|  0.5| -7.3| 0.90
149.6727900|+60.2277500|J095841.4+601339|2| 0.695|149.67279|+60.22775| 0.2162|  0.7|  0.6| -7.3| 1.03
149.7419900|+36.6405800|J095858.0+363825|2| 0.363|149.74199|+36.64058| 0.2587|111.5| 65.0| 64.6| 1.17
149.7770500|+15.8726500|J095906.4+155221|2| 0.351|149.77705|+15.87265| 0.5592| 26.0| 14.9| 13.0| 0.74
149.9675600|+24.7994700|J095952.2+244758|2| 0.469|149.96756|+24.79947| 0.5552| 38.8| 26.1| 25.0| 0.58
149.9744600|+29.0628400|J095953.8+290346|2| 0.879|149.97446|+29.06284| 0.5598|  7.2|  8.3|  3.9| 1.41
150.0102900|+40.2268600|J100002.5+401336|2| 0.438|150.01029|+40.22686| 0.6205|  6.8|  4.4| -5.9| 0.76
150.0297800|+46.3325700|J100007.1+461957|3| 1.157|150.02978|+46.33257| 0.5107|  8.1| 13.7| 11.6| 0.96
150.0908600|+22.5551800|J100021.7+223318|2| 1.002|150.09086|+22.55518| 0.4189|  5.5|  7.5|  1.7| 1.37
150.1583500|+41.7124600|J100038.1+414243|2| 0.510|150.15835|+41.71246| 0.2663|  5.9|  4.2| -6.0| 0.93
150.1684900|+20.0596600|J100040.4+200334|2| 0.535|150.16849|+20.05966| 0.3492|  1.2|  0.9| -7.2| 1.02
150.1983100|+01.9862900|J100047.5+015910|2| 0.466|150.19831|+01.98629| 0.4379|  1.5|  1.0| -7.2| 1.18
150.2003400|+52.7361500|J100047.9+524410|2| 0.449|150.20034|+52.73615| 0.5275|  9.1|  5.9| -4.3| 1.26
150.2755800|+48.8836500|J100106.1+485301|2| 0.565|150.27558|+48.88365| 0.5537| 36.9| 28.1| 27.2| 0.69
150.3698100|+04.5770000|J100128.7+043437|3| 1.216|150.36981|+04.57700| 0.2215| 14.8| 27.1| 25.7| 0.74
150.3914400|+12.0962700|J100133.9+120546|2| 0.246|150.39144|+12.09627| 0.4864|  2.0|  1.0| -7.2| 0.93
150.6393700|+21.1693900|J100233.4+211009|2| 0.285|150.63937|+21.16939| 0.5421| 56.8| 29.8| 28.9| 0.73
150.6590000|+53.6224800|J100238.1+533721|2| 0.357|150.65900|+53.62248| 0.3171|  7.3|  4.2| -6.0| 1.84
150.6605300|+12.0181300|J100238.5+120105|2| 0.686|150.66053|+12.01813| 0.2633| 10.5|  9.4|  5.9| 0.96
150.6871400|+32.1514000|J100244.8+320904|2| 0.949|150.68714|+32.15140| 0.4563|  2.2|  2.8| -6.7| 1.57
150.6918900|+51.0095200|J100246.0+510035|2| 0.507|150.69189|+51.00952| 0.5053| 90.3| 63.8| 63.2| 2.32
150.6965700|+41.0984500|J100247.1+410554|2| 0.271|150.69657|+41.09845| 0.3433| 11.4|  5.9| -4.3| 0.86
150.7087100|+17.7993600|J100250.0+174758|2| 0.382|150.70871|+17.79936| 0.4673| 25.7| 15.3| 13.5| 0.83
150.7214300|+41.4358100|J100253.2+412611|2| 0.592|150.72143|+41.43581| 0.6154|  3.8|  3.0| -6.7| 0.94
150.7415300|+16.0397400|J100257.9+160222|3| 0.777|150.74153|+16.03974| 0.2860|  2.3|  2.4| -6.9| 0.66
150.7968400|+38.9599600|J100311.2+385735|2| 0.387|150.79684|+38.95996| 0.6288|  6.8|  4.1| -6.0| 1.34
151.0285400|+20.8021300|J100406.8+204807|2| 0.750|151.02854|+20.80213| 0.3147| 33.9| 33.2| 32.2| 1.51
151.0376500|+36.3489800|J100409.0+362055|2| 0.566|151.03765|+36.34898| 0.6368| 10.8|  8.2|  3.8| 0.91
151.0621900|+51.5655600|J100414.7+513355|2| 0.850|151.06219|+51.56556| 0.3264|  6.8|  7.6|  1.9| 1.25
151.2394100|+40.0989000|J100457.4+400555|2| 0.307|151.23941|+40.09890| 0.4526|  4.8|  2.6| -6.8| 0.77
151.2557900|+30.0045700|J100501.4+300016|3| 0.519|151.25579|+30.00457| 0.3531| 48.5| 34.8| 34.0| 1.26
151.3032300|+37.2124400|J100512.7+371244|2| 0.409|151.30323|+37.21244| 0.2792| 76.0| 47.1| 46.5| 2.12
151.4404800|+37.1161000|J100545.7+370658|2| 0.672|151.44048|+37.11610| 0.4672| 13.7| 12.1|  9.6| 1.11
151.4631100|+24.3198400|J100551.1+241911|2| 0.681|151.46311|+24.31984| 0.1843|  8.2|  7.3|  0.2| 0.95
151.4986800|+08.0640300|J100559.6+080348|2| 0.486|151.49868|+08.06403| 0.3047| 53.6| 36.8| 36.0| 1.96
151.5230900|+06.1801000|J100605.5+061048|2| 0.553|151.52309|+06.18010| 0.5691| 13.1|  9.8|  6.6| 1.14
151.5708700|+20.3709000|J100617.0+202215|2| 0.842|151.57087|+20.37090| 0.5001|  0.5|  0.6| -7.3| 1.36
151.7478100|+41.1375500|J100659.5+410815|3| 0.677|151.74781|+41.13755| 0.4687| 25.4| 22.5| 21.3| 0.97
151.8052500|+12.7870000|J100713.2+124713|2| 0.630|151.80525|+12.78700| 0.2481|  7.3|  6.1| -4.0| 1.03
151.8329400|+44.4209700|J100719.9+442515|2| 1.033|151.83294|+44.42097| 0.6155|  8.8| 12.6| 10.3| 1.16
151.8593400|+11.3306400|J100726.2+111950|2| 0.478|151.85934|+11.33064| 0.3085|  9.7|  6.6| -3.2| 1.15
151.8913200|+09.0906100|J100733.9+090526|3| 0.653|151.89132|+09.09061| 0.3473| 13.3| 11.5|  8.8| 0.64
151.9214200|+06.6420000|J100741.2+063829|2| 0.491|151.92142|+06.64200| 0.6241| 12.8|  8.9|  5.0| 0.86
151.9944800|+16.3699000|J100758.6+162211|2| 0.435|151.99448|+16.36990| 0.2225|  5.2|  3.4| -6.5| 0.80
152.0747400|+45.4603300|J100817.9+452737|2| 0.579|152.07474|+45.46033| 0.4829| 18.8| 14.6| 12.6| 0.86
152.0833300|+23.6772100|J100820.0+234041|2| 0.742|152.08333|+23.67721| 0.4073| 18.3| 17.7| 16.1| 1.07
152.1099700|+61.4005800|J100826.3+612401|2| 0.462|152.10997|+61.40058| 0.3378|  9.8|  6.5| -3.3| 0.86
152.1530300|+28.2171500|J100836.7+281303|3| 1.099|152.15303|+28.21715| 0.4253|  5.7|  8.9|  5.0| 0.92
152.1723900|+58.6832700|J100841.2+584100|2| 0.889|152.17239|+58.68327| 0.6037| 10.6| 12.4| 10.0| 0.97
152.2268500|+46.2168300|J100854.4+461300|2| 0.660|152.22685|+46.21683| 0.5439|  0.8|  0.7| -7.3| 1.12
152.2615300|+15.5808500|J100902.7+153451|2| 0.650|152.26153|+15.58085| 0.2610|  5.6|  4.8| -5.6| 0.92
152.3495200|+23.5117900|J100923.8+233042|2| 0.293|152.34952|+23.51179| 0.6674| 71.7| 38.0| 37.4| 0.87
152.4261800|+40.0618100|J100942.2+400342|2| 0.351|152.42618|+40.06181| 0.5276| 19.3| 11.1|  8.3| 1.51
152.4425300|+38.2495900|J100946.2+381458|2| 0.596|152.44253|+38.24959| 0.7155| 24.6| 19.5| 18.1| 0.62
152.4531800|+11.4281100|J100948.7+112540|2| 0.427|152.45318|+11.42811| 0.4058|  0.6|  0.4| -7.3| 0.79
152.4748600|+14.8005700|J100953.9+144801|3| 0.553|152.47486|+14.80057| 0.2134|176.9|132.8|132.6| 0.69
152.4753900|+43.9061400|J100954.0+435421|2| 0.283|152.47539|+43.90614| 0.6690| 14.9|  7.8|  2.7| 0.40
152.4866300|+13.2897300|J100956.8+131722|3| 0.747|152.48663|+13.28973| 0.6115| 21.8| 21.2| 19.9| 0.93
152.5376100|+11.6058400|J101009.0+113620|2| 0.467|152.53761|+11.60584| 0.2213|  2.7|  1.8| -7.1| 0.99
152.5383600|+37.4008900|J101009.2+372400|2| 0.715|152.53836|+37.40089| 0.5156|  5.2|  4.8| -5.5| 0.74
152.5710900|+33.2810200|J101017.0+331651|2| 0.722|152.57109|+33.28102| 0.4096| 10.1|  9.5|  6.0| 0.90
152.6146800|+41.5441900|J101027.5+413239|3| 0.954|152.61468|+41.54419| 0.6124|  4.2|  5.4| -5.0| 0.54
152.6206100|+07.6726800|J101028.9+074021|2| 0.676|152.62061|+07.67268| 0.2153| 17.4| 15.4| 13.6| 0.96
152.6488000|+09.3720700|J101035.7+092219|3| 0.504|152.64880|+09.37207| 0.2349| 38.3| 26.9| 25.9| 0.86
152.6851800|+22.9015300|J101044.4+225403|2| 0.897|152.68518|+22.90153| 0.4621| 27.6| 32.8| 31.7| 1.66
152.7923800|+22.6924800|J101110.1+224132|2| 0.649|152.79238|+22.69248| 0.2442| 17.1| 14.6| 12.6| 1.03
152.8009600|+55.7465400|J101112.2+554447|2| 0.604|152.80096|+55.74654| 0.5683|  8.1|  6.5| -3.3| 0.90
153.0253400|+18.8322400|J101206.0+184956|2| 1.489|153.02534|+18.83224| 0.4126|  8.9| 23.4| 22.2| 1.33
153.0410500|+56.6679000|J101209.8+564004|2| 0.461|153.04105|+56.66790| 0.6275|  4.4|  2.9| -6.7| 1.35
153.0656200|+29.8174100|J101215.7+294902|2| 0.475|153.06562|+29.81741| 0.4205|  7.8|  5.3| -5.0| 1.00
153.0832700|+52.0164600|J101219.9+520059|2| 0.523|153.08327|+52.01646| 0.5172|  7.3|  5.2| -5.1| 1.30
153.1581800|+23.3536800|J101237.9+232113|2| 0.708|153.15818|+23.35368| 0.6339| 11.0| 10.2|  7.0| 1.53
153.1675000|+50.1289300|J101240.1+500744|2| 0.441|153.16750|+50.12893| 0.4421| 20.2| 13.1| 10.8| 0.88
153.2760900|+06.5042900|J101306.2+063015|2| 0.819|153.27609|+06.50429| 0.6172|  3.4|  3.7| -6.3| 1.11
153.2855100|+34.7818500|J101308.5+344655|2| 0.641|153.28551|+34.78185| 0.2719|  4.2|  3.6| -6.3| 1.09
153.3187800|+06.7553500|J101316.5+064519|2| 0.751|153.31878|+06.75535| 0.1239|  2.8|  2.8| -6.7| 1.23
153.3477600|+12.9106400|J101323.5+125436|2| 0.533|153.34776|+12.91064| 0.6346| 34.9| 25.5| 24.4| 0.67
153.3698600|+07.9482700|J101328.7+075653|2| 0.510|153.36986|+07.94827| 0.5880| 28.1| 20.0| 18.6| 1.58
153.5217000|+40.6928400|J101405.2+404134|2| 0.511|153.52170|+40.69284| 0.5898| 18.7| 13.3| 11.1| 0.48
153.5761300|+35.1247400|J101418.2+350729|3| 1.194|153.57613|+35.12474| 0.4499|  1.2|  2.1| -7.0| 1.16
153.6400900|+12.1461400|J101433.5+120845|2| 0.666|153.64009|+12.14614| 0.5803|  8.7|  7.6|  2.0| 0.68
153.6476000|+13.2853400|J101435.4+131707|2| 0.425|153.64760|+13.28534| 0.5336|  0.3|  0.2| -7.3| 0.94
153.6755900|+03.5386800|J101442.1+033216|2| 0.727|153.67559|+03.53868| 0.3382| 28.6| 27.1| 26.1| 1.36
153.7148900|+21.4629400|J101451.5+212746|2| 1.077|153.71489|+21.46294| 0.5546|  1.0|  1.6| -7.1| 0.57
153.7575000|+35.0416500|J101501.7+350229|2| 0.376|153.75750|+35.04165| 0.6056| 11.4|  6.8| -2.8| 1.02
153.7954100|+09.5514200|J101510.8+093305|2| 0.366|153.79541|+09.55142| 0.5802| 27.2| 15.9| 14.1| 1.26
153.8440600|+23.9549900|J101522.5+235718|2| 0.517|153.84406|+23.95499| 0.4583| 43.7| 31.3| 30.4| 0.95
153.9214200|+59.7459300|J101541.1+594445|3| 0.890|153.92142|+59.74593| 0.5267|  2.6|  3.1| -6.6| 0.72
153.9426800|+09.4416800|J101546.2+092630|2| 0.610|153.94268|+09.44168| 0.2149|  3.2|  2.6| -6.8| 1.01
153.9908000|+30.1857800|J101557.7+301109|3| 0.637|153.99080|+30.18578| 0.6358|  7.2|  6.1| -4.1| 1.65
154.1279300|+09.7324300|J101630.7+094356|3| 0.949|154.12793|+09.73243| 0.2596|  1.2|  1.6| -7.1| 0.88
154.2344500|+05.5443300|J101656.3+053239|2| 0.776|154.23445|+05.54433| 0.5415|  4.1|  4.2| -6.0| 1.00
154.2459200|+52.3919300|J101659.0+522330|2| 1.219|154.24592|+52.39193| 0.2416|  3.3|  6.0| -4.2| 0.93
154.3285200|+64.2050700|J101718.9+641216|2| 0.548|154.32852|+64.20507| 0.4389| 41.2| 30.7| 29.9| 0.88
154.3315100|+44.4116000|J101719.5+442441|2| 0.652|154.33151|+44.41160| 0.5770|  2.4|  2.1| -7.0| 1.03
154.3410000|+13.1331500|J101721.8+130759|3| 0.666|154.34100|+13.13315| 0.4914|  4.9|  4.3| -5.9| 1.38
154.3499300|+37.7561400|J101723.9+374522|3| 1.084|154.34993|+37.75614| 0.6277|  6.5|  9.9|  6.7| 1.37
154.3762800|+26.0524800|J101730.2+260308|2| 0.388|154.37628|+26.05248| 0.4164|  4.3|  2.6| -6.8| 1.45
154.3800700|+07.0827500|J101731.1+070457|2| 0.511|154.38007|+07.08275| 0.4749|  1.4|  1.0| -7.2| 0.80
154.4204500|+08.0715200|J101740.9+080417|3| 1.011|154.42045|+08.07152| 0.1820| 12.2| 16.9| 15.1| 0.78
154.4239000|+45.8115900|J101741.7+454841|2| 0.294|154.42390|+45.81159| 0.4565|  8.2|  4.4| -5.9| 1.14
154.4391000|+35.4728400|J101745.4+352822|2| 0.525|154.43910|+35.47284| 0.6737| 12.9|  9.3|  5.8| 0.79
154.4505000|+03.8604100|J101748.1+035137|2| 0.472|154.45050|+03.86041| 0.4014|  4.6|  3.1| -6.6| 1.02
154.4746400|+07.2993000|J101753.9+071757|2| 0.384|154.47464|+07.29930| 0.6875| 11.8|  7.0| -2.0| 1.50
154.5177100|+48.5043000|J101804.4+483016|2| 0.448|154.51771|+48.50430| 0.6164| 18.1| 11.8|  9.3| 0.85
154.5204000|+10.9790400|J101804.9+105844|2| 0.771|154.52040|+10.97904| 0.4530| 19.5| 19.6| 18.2| 1.52
154.6060600|+38.0924300|J101825.4+380532|3| 1.365|154.60606|+38.09243| 0.3864| 35.4| 78.6| 78.3| 1.15
154.6157700|+24.4383800|J101827.8+242618|2| 0.501|154.61577|+24.43838| 0.5409| 18.2| 12.8| 10.5| 1.35
154.6336600|+30.4163200|J101832.0+302458|2| 0.480|154.63366|+30.41632| 0.1579| 50.3| 34.3| 33.4| 0.81
154.7140600|+22.7090000|J101851.3+224232|2| 0.420|154.71406|+22.70900| 0.3761|  0.0|  0.0| -7.3| 0.86
154.7472700|+16.6036500|J101859.3+163613|2| 0.435|154.74727|+16.60365| 0.3342|  1.4|  0.9| -7.3| 0.93
154.7876300|+26.2303200|J101908.9+261347|2| 0.327|154.78763|+26.23032| 0.4342| 65.2| 36.2| 35.4| 0.69
154.8211300|+45.4786500|J101917.0+452842|2| 0.501|154.82113|+45.47865| 0.1331|  2.4|  1.6| -7.1| 1.17
154.8410500|+49.7829200|J101921.8+494658|2| 0.329|154.84105|+49.78292| 0.5416| 45.7| 25.5| 24.4| 0.93
154.9089700|+17.4092300|J101938.1+172433|2| 0.762|154.90897|+17.40923| 0.5788|  0.7|  0.7| -7.3| 1.45
154.9165900|+48.1209700|J101940.1+480715|2| 0.807|154.91659|+48.12097| 0.3650|  8.5|  9.0|  5.2| 0.82
155.0994200|+48.2877600|J102023.9+481713|2| 0.726|155.09942|+48.28776| 0.5303|  1.0|  1.0| -7.3| 1.56
155.1694000|+05.0210500|J102040.6+050115|2| 0.466|155.16940|+05.02105| 0.4374|  6.0|  4.0| -6.1| 0.72
155.1701600|+31.9194400|J102040.8+315510|3| 1.054|155.17016|+31.91944| 0.2856|  2.8|  4.1| -6.0| 0.83
155.2121100|+29.2811100|J102050.8+291652|2| 0.573|155.21211|+29.28111| 0.5661|  6.2|  4.8| -5.5| 0.96
155.2918300|+35.6073600|J102110.0+353625|2| 0.548|155.29183|+35.60736| 0.5368|  0.9|  0.7| -7.2| 0.98
155.3091600|+37.2421200|J102114.2+371430|2| 1.027|155.30916|+37.24212| 0.5755| 10.9| 15.5| 13.6| 1.20
155.3193900|+22.5119300|J102116.5+223040|2| 0.425|155.31939|+22.51193| 0.5982| 48.4| 30.6| 29.7| 0.82
155.3364800|+07.6443200|J102120.7+073839|2| 0.431|155.33648|+07.64432| 0.6800| 16.9| 10.8|  7.9| 0.67
155.3709200|+04.4760400|J102129.0+042833|2| 0.408|155.37092|+04.47604| 0.1549| 10.7|  6.6| -3.1| 1.52
155.4435900|+44.3446800|J102146.4+442040|2| 0.557|155.44359|+44.34468| 0.6472|  5.7|  4.3| -5.9| 0.97
155.4599300|+08.1427400|J102150.3+080833|2| 1.332|155.45993|+08.14274| 0.1033|  1.7|  3.7| -6.3| 0.92
155.5605400|+57.4452300|J102214.5+572642|2| 0.835|155.56054|+57.44523| 0.3545| 10.5| 11.5|  8.9| 1.22
155.6471500|+53.6245100|J102235.2+533729|3| 1.470|155.64715|+53.62451| 0.6321|  1.7|  4.5| -5.8| 1.07
155.6558700|+38.5791500|J102237.4+383444|3| 1.445|155.65587|+38.57915| 0.0517|  1.4|  3.6| -6.4| 1.25
155.6825500|+25.0222000|J102243.8+250120|2| 0.361|155.68255|+25.02220| 0.5100| 20.8| 12.1|  9.6| 1.18
155.7041200|+51.3473200|J102248.9+512050|3| 0.757|155.70412|+51.34732| 0.5007|  7.6|  7.5|  1.5| 1.06
155.7148800|+52.0412400|J102251.5+520228|2| 0.754|155.71488|+52.04124| 0.1945|  1.1|  1.1| -7.2| 1.04
155.7660200|+60.9703600|J102303.9+605814|2| 0.340|155.76602|+60.97036| 0.6079| 13.3|  7.5|  1.7| 1.09
155.7717000|+39.4795700|J102305.1+392846|2| 0.522|155.77170|+39.47957| 0.3765| 26.1| 18.8| 17.3| 0.85
155.8107000|+14.1149900|J102314.5+140653|2| 0.474|155.81070|+14.11499| 0.2769| 36.9| 24.9| 23.8| 1.03
155.8604600|+18.1226900|J102326.4+180721|2| 0.444|155.86046|+18.12269| 0.5592|  4.6|  3.0| -6.6| 0.98
155.8900100|+55.9771400|J102333.6+555837|2| 0.648|155.89001|+55.97714| 0.5861|  6.4|  5.4| -4.9| 1.07
155.9893400|+14.4343900|J102357.4+142603|2| 0.612|155.98934|+14.43439| 0.3469| 21.9| 17.8| 16.2| 1.33
156.2179400|+36.8891400|J102452.2+365320|2| 0.515|156.21794|+36.88914| 0.3573|  6.8|  4.8| -5.5| 0.86
156.3446100|+10.6741700|J102522.7+104027|2| 0.536|156.34461|+10.67417| 0.4929| 14.2| 10.4|  7.4| 1.01
156.4114400|+04.1270600|J102538.7+040737|2| 0.468|156.41144|+04.12706| 0.2096| 13.9|  9.3|  5.8| 0.91
156.4628200|+42.7748500|J102551.0+424629|2| 0.451|156.46282|+42.77485| 0.6458| 67.4| 44.2| 43.6| 0.29
156.5329400|+30.3884400|J102607.9+302318|2| 0.505|156.53294|+30.38844| 0.3516|  8.0|  5.6| -4.7| 1.23
156.5356200|+16.1481400|J102608.5+160853|2| 0.912|156.53562|+16.14814| 0.5506| 15.2| 18.4| 16.7| 0.79
156.5873500|+14.3836700|J102620.9+142301|2| 0.540|156.58735|+14.38367| 0.5696| 22.8| 16.8| 15.2| 0.71
156.6160600|+62.2564700|J102627.8+621523|2| 0.547|156.61606|+62.25647| 0.1988|  1.0|  0.8| -7.3| 0.95
156.6848100|+26.6738000|J102644.3+264025|2| 0.692|156.68481|+26.67380| 0.4991|  2.0|  1.8| -7.1| 0.98
156.8899700|+48.2884300|J102733.5+481718|2| 1.136|156.88997|+48.28843| 0.2314|  1.0|  1.6| -7.1| 1.03
156.8917600|+13.8522700|J102734.0+135108|2| 0.884|156.89176|+13.85227| 0.5555|  2.4|  2.8| -6.8| 1.02
156.9233800|+10.8108300|J102741.6+104839|2| 0.226|156.92338|+10.81083| 0.3099| 13.1|  6.4| -3.6| 0.84
157.0496900|+48.5087600|J102811.8+483030|2| 0.366|157.04969|+48.50876| 0.6316|  5.8|  3.4| -6.4| 0.95
157.0670500|+34.2166500|J102816.1+341300|2| 0.317|157.06705|+34.21665| 0.3673|  5.1|  2.8| -6.8| 0.88
157.0918800|+26.8014900|J102822.0+264805|2| 0.575|157.09188|+26.80149| 0.3000|  5.9|  4.6| -5.7| 0.87
157.0956900|+05.8586800|J102822.8+055130|2| 0.580|157.09569|+05.85868| 0.1411| 24.1| 18.7| 17.2| 1.68
157.2042100|+35.8331000|J102849.0+354959|2| 0.462|157.20421|+35.83310| 0.5774| 12.8|  8.5|  4.4| 0.82
157.3324800|+17.6490600|J102919.8+173857|2| 0.505|157.33248|+17.64906| 0.6379| 49.5| 34.9| 34.1| 1.17
157.3490300|+44.9800100|J102923.7+445847|2| 1.219|157.34903|+44.98001| 0.6170|  1.6|  3.0| -6.7| 1.19
157.3495600|+61.4501700|J102923.9+612700|2| 0.691|157.34956|+61.45017| 0.3975|  4.5|  4.1| -6.1| 1.08
157.3608500|+41.1241800|J102926.6+410727|2| 0.396|157.36085|+41.12418| 0.4672|  9.4|  5.7| -4.5| 0.91
157.3889200|+42.5757200|J102933.3+423432|2| 0.459|157.38892|+42.57572| 0.7226| 38.6| 25.6| 24.5| 0.51
157.3908500|+29.9172700|J102933.8+295502|2| 0.759|157.39085|+29.91727| 0.4615| 17.2| 17.0| 15.4| 1.07
157.4306100|+33.1989100|J102943.3+331156|2| 0.311|157.43061|+33.19891| 0.5696|  7.3|  4.0| -6.2| 0.94
157.4342300|+28.9950000|J102944.2+285941|2| 0.461|157.43423|+28.99500| 0.6433| 21.0| 14.0| 11.9| 0.77
157.5756500|+17.1885400|J103018.1+171118|2| 0.740|157.57565|+17.18854| 0.6167| 18.1| 17.5| 15.9| 0.78
157.6039700|+55.2729700|J103024.9+551622|3| 0.701|157.60397|+55.27297| 0.4347| 28.2| 25.8| 24.7| 0.50
157.7613900|+40.0126700|J103102.7+400043|2| 1.214|157.76139|+40.01267| 0.4124|  2.3|  4.3| -6.0| 0.97
157.7677400|+31.4555200|J103104.2+312719|2| 0.476|157.76774|+31.45552| 0.6226|  1.5|  1.0| -7.2| 0.92
157.8159700|+43.4175800|J103115.8+432503|2| 0.488|157.81597|+43.41758| 0.4910|  1.5|  1.0| -7.2| 1.22
157.9113300|+28.6025100|J103138.9+283610|3| 0.496|157.91133|+28.60251| 0.1832|  7.1|  4.9| -5.4| 0.95
158.0067300|+35.0480400|J103201.6+350252|2| 0.757|158.00673|+35.04804| 0.1208| 47.0| 46.4| 45.5| 0.66
158.0271500|+40.7170000|J103206.5+404301|2| 0.462|158.02715|+40.71700| 0.4591|  4.3|  2.8| -6.7| 1.31
158.1003900|+34.3573800|J103224.0+342126|3| 0.885|158.10039|+34.35738| 0.1740| 11.4| 13.3| 11.1| 0.86
158.1429800|+04.9915600|J103234.3+045930|2| 0.749|158.14298|+04.99156| 0.2424| 24.8| 24.2| 22.9| 0.85
158.2031300|+16.6987200|J103248.7+164155|2| 0.594|158.20313|+16.69872| 0.3432|  2.6|  2.0| -7.0| 1.37
158.2130700|+42.8704100|J103251.0+425212|2| 0.531|158.21307|+42.87041| 0.4321| 24.6| 17.9| 16.4| 0.71
158.2282100|+53.2130900|J103254.6+531246|2| 0.520|158.22821|+53.21309| 0.5375| 18.3| 13.2| 10.9| 1.04
158.2660800|+12.2918900|J103303.9+121731|2| 0.581|158.26608|+12.29189| 0.4092| 11.0|  8.6|  4.5| 1.05
158.2819500|+09.0333900|J103307.6+090200|3| 0.717|158.28195|+09.03339| 0.2239| 94.1| 87.9| 87.1| 1.14
158.2837900|+19.3987700|J103308.1+192355|2| 0.857|158.28379|+19.39877| 0.1916| 35.9| 40.5| 39.8| 1.00
158.3424600|+24.8825000|J103322.2+245256|2| 0.330|158.34246|+24.88250| 0.5222| 43.7| 24.4| 23.3| 1.07
158.3915900|+58.2432100|J103333.9+581435|3| 1.199|158.39159|+58.24321| 0.4287|  2.0|  3.6| -6.4| 1.11
158.3918500|+04.5477400|J103334.0+043251|2| 0.622|158.39185|+04.54774| 0.4059| 36.3| 29.9| 28.9| 1.02
158.3927900|+39.4198500|J103334.2+392511|2| 0.594|158.39279|+39.41985| 0.4419|  8.3|  6.6| -3.1| 0.69
158.3986700|+07.8888500|J103335.7+075319|2| 1.141|158.39867|+07.88885| 0.4307| 12.2| 20.1| 18.5| 0.75
158.4251000|+14.5300600|J103342.1+143150|2| 0.635|158.42510|+14.53006| 0.1711|  3.3|  2.8| -6.7| 1.18
158.4442000|+12.3652900|J103346.6+122154|2| 0.461|158.44420|+12.36529| 0.3580|  5.5|  3.7| -6.3| 0.98
158.4753600|+53.0353800|J103354.0+530207|2| 0.561|158.47536|+53.03538| 0.2644|  1.2|  0.9| -7.3| 0.96
158.4923400|+20.3281800|J103358.1+201941|2| 0.347|158.49234|+20.32818| 0.1057| 44.0| 25.1| 24.0| 0.62
158.5186900|+13.2946200|J103404.5+131740|2| 0.521|158.51869|+13.29462| 0.7340|  3.0|  2.2| -7.0| 1.03
158.5998900|+22.1227800|J103423.8+220723|2| 0.562|158.59989|+22.12278| 0.2558|170.7|129.8|129.6| 0.58
158.6440300|+33.8234600|J103434.5+334924|2| 0.635|158.64403|+33.82346| 0.3782|  6.7|  5.7| -4.6| 0.88
158.6564600|+13.7232400|J103437.6+134325|2| 0.902|158.65646|+13.72324| 0.5931| 26.3| 31.5| 30.6| 1.01
158.6699700|+47.1818600|J103440.7+471054|2| 0.844|158.66997|+47.18186| 0.4097|  0.1|  0.1| -7.3| 0.94
158.6802500|+05.5554800|J103443.2+053319|2| 0.951|158.68025|+05.55548| 0.1408|  4.0|  5.1| -5.2| 0.94
158.7057000|+18.3886000|J103449.3+182318|2| 0.299|158.70570|+18.38860| 0.1844|110.5| 59.1| 58.7| 1.65
158.7361200|+27.6998400|J103456.6+274159|3| 0.638|158.73612|+27.69984| 0.5079|  1.8|  1.5| -7.2| 1.11
158.7704000|+45.9491000|J103504.9+455656|2| 0.461|158.77040|+45.94910| 0.4854|  3.1|  2.1| -7.0| 0.78
158.8052300|+01.5167800|J103513.2+013100|2| 0.782|158.80523|+01.51678| 0.6252| 57.4| 58.6| 58.1| 1.37
158.8384400|+50.8093400|J103521.2+504830|2| 0.443|158.83844|+50.80934| 0.7682| 62.7| 40.7| 40.0| 1.12
158.9255300|+48.5254200|J103542.1+483130|3| 0.731|158.92553|+48.52542| 0.5516|  1.2|  1.1| -7.2| 0.64
158.9263100|+25.8061700|J103542.2+254820|2| 0.573|158.92631|+25.80617| 0.6952|  0.0|  0.0| -7.3| 0.95
159.1095500|+19.7088600|J103626.2+194231|2| 0.347|159.10955|+19.70886| 0.3436| 53.8| 30.7| 29.8| 1.06
159.1203600|+07.4370900|J103628.8+072613|2| 0.380|159.12036|+07.43709| 0.3022|  6.5|  3.9| -6.2| 0.96
159.2045000|+48.8302800|J103649.0+484949|3| 0.853|159.20450|+48.83028| 0.3789|  0.7|  0.8| -7.2| 1.12
159.2070900|+34.1906200|J103649.7+341126|3| 0.447|159.20709|+34.19062| 0.3953|  3.3|  2.1| -7.0| 0.92
