FCG|RAJ2000|DEJ2000|Size|RAc|DEc|Group|Com|Tno
 |"h:m:s"|"d:m:s"|arcmin|"h:m:s"|"d:m:s"| | |
----------------|------------|------------|-----|------------|------------|------|------------------------------------------------------------------------------------------------------------------------|--
J115505.0+212624|11 55 05.531|+21 26 30.32| 0.53|11 55 05.085|+21 26 24.47|315071|nat                                                                                                                     | 1
J115513.4-003137|11 55 13.492|-00 31 52.82| 0.82|11 55 13.440|-00 31 37.10|315199|nat                                                                                                                     | 1
J115548.9+105938|11 55 49.530|+10 59 30.51| 0.47|11 55 48.925|+10 59 38.90|315895|nat                                                                                                                     | 1
J120045.6+294249|12 00 45.909|+29 42 39.34| 2.11|12 00 45.669|+29 42 49.56|321320|nat/wat                                                                                                                 | 1
J120126.0-070314|12 01 26.693|-07 03 10.08| 0.72|12 01 26.060|-07 03 14.02|322106|nat, core id ambiguous                                                                                                  | 1
J120204.1+580209|12 02 04.898|+58 01 45.61| 1.12|12 02 04.194|+58 02 09.96|322776|wat                                                                                                                     | 1
J120226.7+121653|12 02 26.663|+12 16 46.78| 0.54|12 02 26.716|+12 16 53.85|323217|nat                                                                                                                     | 1
J120401.5+201356|12 04 01.660|+20 13 21.48| 3.62|12 04 01.594|+20 13 56.19|324943|wat/nat int                                                                                                             | 1
J120430.2+375734|12 04 31.685|+37 57 25.11| 1.12|12 04 30.286|+37 57 34.48|325533|wat ring-lobe?                                                                                                          | 1
J120432.1+035806|12 04 32.275|+03 58 16.53| 0.66|12 04 32.165|+03 58 06.87|325546|wat                                                                                                                     | 1
